BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201507,23,2346,201507,23,2346,97219,584642,"MINNESOTA",27,2015,"July","Thunderstorm Wind","C",87,"MAHNOMEN","FGF","23-JUL-15 23:46:00","CST-6","23-JUL-15 23:46:00","0","0","0","0",,,"Law Enforcement","55.00","EG",,,,,,,,,,"1","SE","MAHNOMEN","1","SE","MAHNOMEN","47.31","-95.97","47.31","-95.97","Thunderstorms formed along a cold front during the evening hours of July 23rd. These storms produced large hail, strong winds, and a few tornadoes.","Trees and power lines were blown down.","CSV"
201507,24,0,201507,24,0,97219,584643,"MINNESOTA",27,2015,"July","Hail","C",5,"BECKER","FGF","24-JUL-15 00:00:00","CST-6","24-JUL-15 00:00:00","0","0","0","0",,,"COOP Observer","1.00",,,,,,,,,,,"6","NNW","TAMARAC REFUGE","6","NNW","TAMARAC REFUGE","47.05","-95.69","47.05","-95.69","Thunderstorms formed along a cold front during the evening hours of July 23rd. These storms produced large hail, strong winds, and a few tornadoes.","","CSV"
201507,8,1855,201507,8,1855,98041,589435,"NORTH CAROLINA",37,2015,"July","Thunderstorm Wind","C",153,"RICHMOND","RAH","08-JUL-15 18:55:00","EST-5","08-JUL-15 18:55:00","0","1","0","0","0.00K","0.00K","Law Enforcement","50.00","EG",,,,,,,,,,"4","SE","DERBY","4","SE","DERBY","35.11","-79.59","35.11","-79.59","With a nearly stationary front located just north of the North Carolina/Virginia state line, scattered thunderstorms developed within a marginally unstable air mass. In addition, a mid level shortwave approached and crossed the region during the evening hours, leading to an increase in convective coverage. Many of the storms became severe and produced wind damage.","A tree was blown down on Sycamore Lane. A vehicle struck the tree in the road and the driver sustained minor injuries.","CSV"
201507,8,1915,201507,8,1915,98041,589436,"NORTH CAROLINA",37,2015,"July","Thunderstorm Wind","C",37,"CHATHAM","RAH","08-JUL-15 19:15:00","EST-5","08-JUL-15 19:15:00","0","0","0","0","20.00K","0.00K","Law Enforcement","50.00","EG",,,,,,,,,,"3","N","CRUTCHFIELD XRDS","3","N","CRUTCHFIELD XRDS","35.84","-79.42","35.84","-79.42","With a nearly stationary front located just north of the North Carolina/Virginia state line, scattered thunderstorms developed within a marginally unstable air mass. In addition, a mid level shortwave approached and crossed the region during the evening hours, leading to an increase in convective coverage. Many of the storms became severe and produced wind damage.","A tree was blown down on a house on Tom Boggs Road near Snow Camp Road. In addition, the tree caused damage to a propane tank, resulting in a gas leak. Monetary damages were estimated.","CSV"
201507,8,1922,201507,8,1922,98041,589444,"NORTH CAROLINA",37,2015,"July","Thunderstorm Wind","C",125,"MOORE","RAH","08-JUL-15 19:22:00","EST-5","08-JUL-15 19:22:00","0","1","0","0","5.00K","0.00K","Law Enforcement","50.00","EG",,,,,,,,,,"4","SSE","LAKEVIEW","4","SSE","LAKEVIEW","35.19","-79.3","35.19","-79.3","With a nearly stationary front located just north of the North Carolina/Virginia state line, scattered thunderstorms developed within a marginally unstable air mass. In addition, a mid level shortwave approached and crossed the region during the evening hours, leading to an increase in convective coverage. Many of the storms became severe and produced wind damage.","A very large tree was blown down and was blocking both lanes of traffic at Youngs Road and Lakebay Road. A vehicle struck the tree in the road and resulted in minor injuries to the driver.","CSV"
201507,8,2005,201507,8,2020,98041,589445,"NORTH CAROLINA",37,2015,"July","Thunderstorm Wind","C",51,"CUMBERLAND","RAH","08-JUL-15 20:05:00","EST-5","08-JUL-15 20:20:00","0","0","0","0","0.00K","0.00K","ASOS","64.00","MG",,,,,,,,,,"2","WNW","(FBG)FT BRAGG","1","SW","(POB)POPE AFB FAYETT","35.18","-79.03","35.16","-78.99","With a nearly stationary front located just north of the North Carolina/Virginia state line, scattered thunderstorms developed within a marginally unstable air mass. In addition, a mid level shortwave approached and crossed the region during the evening hours, leading to an increase in convective coverage. Many of the storms became severe and produced wind damage.","The Pope Air Force Base ASOS measured a peak wind gust of 74 mph. This resulted in a couple of trees being blown down around the base.","CSV"
201507,8,2027,201507,8,2035,98041,589449,"NORTH CAROLINA",37,2015,"July","Thunderstorm Wind","C",51,"CUMBERLAND","RAH","08-JUL-15 20:27:00","EST-5","08-JUL-15 20:35:00","0","0","0","0","7.50K","0.00K","Law Enforcement","50.00","EG",,,,,,,,,,"1","E","SHAW HGTS","2","S","SLOCOMB","35.15","-78.91","35.15","-78.83","With a nearly stationary front located just north of the North Carolina/Virginia state line, scattered thunderstorms developed within a marginally unstable air mass. In addition, a mid level shortwave approached and crossed the region during the evening hours, leading to an increase in convective coverage. Many of the storms became severe and produced wind damage.","A couple of trees were blown down along a swath from near Spring Lake to near Eastover. One of the trees fell on a house. Monetary damages were estimated.","CSV"
201507,13,820,201507,13,823,99010,595090,"MICHIGAN",26,2015,"July","Thunderstorm Wind","C",149,"ST. JOSEPH","IWX","13-JUL-15 08:20:00","EST-5","13-JUL-15 08:23:00","0","0","0","0","0.00K","0.00K","Public","50.00","EG",,,,,,,,,,"1","W","WHITE PIGEON","1","W","WHITE PIGEON","41.8","-85.64","41.8","-85.64","A strong to severe quasi-linear convective system dropped southeast out of Wisconsin and intensified as it moved across Lake Michigan. This led to sporadic wind damage, mainly in southwest lower Michigan and northern Indiana, as well as localized flooding.","Trees and power lines down. Time estimated by radar.","CSV"
201507,13,825,201507,13,828,99010,595091,"MICHIGAN",26,2015,"July","Thunderstorm Wind","C",149,"ST. JOSEPH","IWX","13-JUL-15 08:25:00","EST-5","13-JUL-15 08:28:00","0","0","0","0","0.00K","0.00K","Public","50.00","EG",,,,,,,,,,"0","N","NOTTAWA","0","N","NOTTAWA","41.92","-85.45","41.92","-85.45","A strong to severe quasi-linear convective system dropped southeast out of Wisconsin and intensified as it moved across Lake Michigan. This led to sporadic wind damage, mainly in southwest lower Michigan and northern Indiana, as well as localized flooding.","Large tree down on M-86 and Nottawa Road.","CSV"
201507,13,855,201507,13,858,98435,595391,"INDIANA",18,2015,"July","Thunderstorm Wind","C",113,"NOBLE","IWX","13-JUL-15 08:55:00","EST-5","13-JUL-15 08:58:00","0","0","0","0","0.00K","0.00K","Public","50.00","EG",,,,,,,,,,"1","S","KENDALLVILLE","1","S","KENDALLVILLE","41.44","-85.27","41.44","-85.27","A strong to severe quasi-linear convective system dropped southeast out of Wisconsin and intensified as it moved across Lake Michigan. This led to sporadic wind damage, mainly in southwest lower Michigan and northern Indiana, as well as localized flooding.","Large tree limb down.","CSV"
201507,13,950,201507,13,953,98435,595392,"INDIANA",18,2015,"July","Thunderstorm Wind","C",17,"CASS","IWX","13-JUL-15 09:50:00","EST-5","13-JUL-15 09:53:00","0","0","0","0","0.00K","0.00K","Public","50.00","EG",,,,,,,,,,"1","E","ROYAL CENTER","1","E","ROYAL CENTER","40.87","-86.49","40.87","-86.49","A strong to severe quasi-linear convective system dropped southeast out of Wisconsin and intensified as it moved across Lake Michigan. This led to sporadic wind damage, mainly in southwest lower Michigan and northern Indiana, as well as localized flooding.","Tree down, relayed by county EMA.","CSV"
201507,13,1020,201507,13,1220,98435,595395,"INDIANA",18,2015,"July","Flood","C",141,"ST. JOSEPH","IWX","13-JUL-15 10:20:00","EST-5","13-JUL-15 12:20:00","0","0","0","0","0.00K","0.00K","Law Enforcement",,,"Heavy Rain",,,,,,,,,"3","N","GILMER PARK","2","N","NUTWOOD","41.64","-86.3","41.6306","-86.2861","A strong to severe quasi-linear convective system dropped southeast out of Wisconsin and intensified as it moved across Lake Michigan. This led to sporadic wind damage, mainly in southwest lower Michigan and northern Indiana, as well as localized flooding.","U.S. 20 interchange closed due to an accident due to a water covered roadway.","CSV"
201507,13,1045,201507,13,1245,98435,595396,"INDIANA",18,2015,"July","Flood","C",3,"ALLEN","IWX","13-JUL-15 10:45:00","EST-5","13-JUL-15 12:45:00","0","0","0","0","0.00K","0.00K","Department of Highways",,,"Heavy Rain",,,,,,,,,"2","WSW","EDGERTON","3","WSW","EDGERTON","41.0684","-84.8448","41.0647","-84.8445","A strong to severe quasi-linear convective system dropped southeast out of Wisconsin and intensified as it moved across Lake Michigan. This led to sporadic wind damage, mainly in southwest lower Michigan and northern Indiana, as well as localized flooding.","Allen County Highway Department reports Rorick Road from Lortie Road to Moore Road is closed due to a wash-out.","CSV"
201507,13,1125,201507,13,1325,98435,595397,"INDIANA",18,2015,"July","Flood","C",141,"ST. JOSEPH","IWX","13-JUL-15 11:25:00","EST-5","13-JUL-15 13:25:00","0","0","0","0","0.00K","0.00K","Department of Highways",,,"Heavy Rain",,,,,,,,,"3","N","GILMER PARK","3","N","GILMER PARK","41.6415","-86.2947","41.6383","-86.298","A strong to severe quasi-linear convective system dropped southeast out of Wisconsin and intensified as it moved across Lake Michigan. This led to sporadic wind damage, mainly in southwest lower Michigan and northern Indiana, as well as localized flooding.","U.S. 20/ U.S. 31 bypass closed between State Road 23 and U.S. 31 due to high water.","CSV"
201507,19,1717,201507,20,0,99300,596301,"CALIFORNIA",6,2015,"July","Flash Flood","C",29,"KERN","HNX","19-JUL-15 17:17:00","PST-8","20-JUL-15 00:00:00","0","0","0","0","0.00K","0.00K","Emergency Manager",,,"Heavy Rain",,,,,,,,,"2","NNE","CABLE","1","WNW","TEHACHAPI","35.18","-118.49","35.1351","-118.474","Tropical moisture from the remnants of Hurricane Dolores and a monsoonal fetch of moisture streamed into southern and central California during the time period. This brought deep moisture into the area which resulted in moderate to heavy rainfall across most of the southern San Joaquin Valley and nearly all of Kern County.","Kern County EOC reported severe flooding around Golden Hill, Tehachapi on route 202 and CHP reported closure of highway 58 due to flooding.","CSV"
201507,19,2012,201507,19,2300,99300,596810,"CALIFORNIA",6,2015,"July","Flash Flood","C",29,"KERN","HNX","19-JUL-15 20:12:00","PST-8","19-JUL-15 23:00:00","0","0","0","0","0.00K","0.00K","Law Enforcement",,,"Heavy Rain",,,,,,,,,"1","ENE","FRAZIER PARK","14","SSE","PENTLAND","34.8241","-118.9251","34.8667","-119.2284","Tropical moisture from the remnants of Hurricane Dolores and a monsoonal fetch of moisture streamed into southern and central California during the time period. This brought deep moisture into the area which resulted in moderate to heavy rainfall across most of the southern San Joaquin Valley and nearly all of Kern County.","California Highway Patrol reported flooding and buckling of the roadway along Mil Potrero Highway and Cerro Noroeste Road at 20:44 PDT. They also reported vechiles getting stuck along Lockwood Valley Road and Frazier Mountain Road at 21:18 PDT. However, the main event continued to be the mudslide occurring near the town of Frazier Park.","CSV"
201507,20,350,201507,20,800,99300,596813,"CALIFORNIA",6,2015,"July","Flash Flood","C",29,"KERN","HNX","20-JUL-15 03:50:00","PST-8","20-JUL-15 08:00:00","0","0","0","0","0.00K","0.00K","Law Enforcement",,,"Heavy Rain",,,,,,,,,"4","NE","METTLER","4","NE","METTLER","35.1059","-118.9098","35.1059","-118.9179","Tropical moisture from the remnants of Hurricane Dolores and a monsoonal fetch of moisture streamed into southern and central California during the time period. This brought deep moisture into the area which resulted in moderate to heavy rainfall across most of the southern San Joaquin Valley and nearly all of Kern County.","California Highway Patrol initially reported one foot of water on Wheeler Ridge Road just north of David road at 20:12 PDT. At 05:00 a follow up report was received of flooding at the intersection.","CSV"
201507,20,350,201507,20,800,99300,596814,"CALIFORNIA",6,2015,"July","Flash Flood","C",29,"KERN","HNX","20-JUL-15 03:50:00","PST-8","20-JUL-15 08:00:00","0","0","0","0","0.00K","0.00K","Law Enforcement",,,"Heavy Rain",,,,,,,,,"6","ENE","WHEELER RIDGE","6","ENE","WHEELER RIDGE","35.0489","-118.8522","35.0413","-118.8509","Tropical moisture from the remnants of Hurricane Dolores and a monsoonal fetch of moisture streamed into southern and central California during the time period. This brought deep moisture into the area which resulted in moderate to heavy rainfall across most of the southern San Joaquin Valley and nearly all of Kern County.","California Highway Patrol reported mud flowing onto the intersection of Rancho Road and Sebastian Road at 04:17 PDT.","CSV"
201507,20,350,201507,20,800,99300,596816,"CALIFORNIA",6,2015,"July","Flash Flood","C",29,"KERN","HNX","20-JUL-15 03:50:00","PST-8","20-JUL-15 08:00:00","0","0","0","0","0.00K","0.00K","Law Enforcement",,,"Heavy Rain",,,,,,,,,"6","ENE","WHEELER RIDGE","6","ENE","WHEELER RIDGE","35.0489","-118.8522","35.0413","-118.8509","Tropical moisture from the remnants of Hurricane Dolores and a monsoonal fetch of moisture streamed into southern and central California during the time period. This brought deep moisture into the area which resulted in moderate to heavy rainfall across most of the southern San Joaquin Valley and nearly all of Kern County.","California Highway Patrol reported mud flowing onto the intersection of Rancho Road and Sebastian Road at 04:17 PDT.","CSV"
201507,24,0,201507,24,0,97219,584644,"MINNESOTA",27,2015,"July","Thunderstorm Wind","C",29,"CLEARWATER","FGF","24-JUL-15 00:00:00","CST-6","24-JUL-15 00:00:00","0","0","0","0",,,"Public","50.00","EG",,,,,,,,,,"2","S","BAGLEY","2","S","BAGLEY","47.49","-95.4","47.49","-95.4","Thunderstorms formed along a cold front during the evening hours of July 23rd. These storms produced large hail, strong winds, and a few tornadoes.","Small tree limbs were blown down.","CSV"
201507,24,5,201507,24,5,97219,584645,"MINNESOTA",27,2015,"July","Thunderstorm Wind","C",87,"MAHNOMEN","FGF","24-JUL-15 00:05:00","CST-6","24-JUL-15 00:05:00","0","0","0","0",,,"Law Enforcement","55.00","EG",,,,,,,,,,"1","SE","MAHNOMEN","1","SE","MAHNOMEN","47.31","-95.97","47.31","-95.97","Thunderstorms formed along a cold front during the evening hours of July 23rd. These storms produced large hail, strong winds, and a few tornadoes.","Several large trees were blown down.","CSV"
201507,24,15,201507,24,15,97219,584646,"MINNESOTA",27,2015,"July","Thunderstorm Wind","C",107,"NORMAN","FGF","24-JUL-15 00:15:00","CST-6","24-JUL-15 00:15:00","0","0","0","0",,,"Law Enforcement","55.00","EG",,,,,,,,,,"2","N","RANUM","2","N","RANUM","47.5","-96.13","47.5","-96.13","Thunderstorms formed along a cold front during the evening hours of July 23rd. These storms produced large hail, strong winds, and a few tornadoes.","A small pine tree was blown down.","CSV"
201507,24,30,201507,24,30,97219,584647,"MINNESOTA",27,2015,"July","Thunderstorm Wind","C",5,"BECKER","FGF","24-JUL-15 00:30:00","CST-6","24-JUL-15 00:30:00","0","0","0","0",,,"Public","60.00","EG",,,,,,,,,,"2","SE","TWO INLETS","2","SE","TWO INLETS","47.03","-95.19","47.03","-95.19","Thunderstorms formed along a cold front during the evening hours of July 23rd. These storms produced large hail, strong winds, and a few tornadoes.","Several large trees were blown down.","CSV"
201507,24,115,201507,24,115,97219,584648,"MINNESOTA",27,2015,"July","Thunderstorm Wind","C",7,"BELTRAMI","FGF","24-JUL-15 01:15:00","CST-6","24-JUL-15 01:15:00","0","0","0","0",,,"Public","60.00","EG",,,,,,,,,,"1","S","TENSTRIKE","1","S","TENSTRIKE","47.63","-94.68","47.63","-94.68","Thunderstorms formed along a cold front during the evening hours of July 23rd. These storms produced large hail, strong winds, and a few tornadoes.","Many pine trees were blown down.","CSV"
201507,24,130,201507,24,130,97219,584649,"MINNESOTA",27,2015,"July","Thunderstorm Wind","C",7,"BELTRAMI","FGF","24-JUL-15 01:30:00","CST-6","24-JUL-15 01:30:00","0","0","0","0",,,"Public","60.00","EG",,,,,,,,,,"6","N","PENNINGTON","6","N","PENNINGTON","47.53","-94.48","47.53","-94.48","Thunderstorms formed along a cold front during the evening hours of July 23rd. These storms produced large hail, strong winds, and a few tornadoes.","Four to five trees on the west side of Lake Pimushe were snapped ten feet above ground level.","CSV"
201507,24,130,201507,24,130,97219,584650,"MINNESOTA",27,2015,"July","Thunderstorm Wind","C",7,"BELTRAMI","FGF","24-JUL-15 01:30:00","CST-6","24-JUL-15 01:30:00","0","0","0","0",,,"Public","55.00","EG",,,,,,,,,,"6","N","PENNINGTON","6","N","PENNINGTON","47.54","-94.48","47.54","-94.48","Thunderstorms formed along a cold front during the evening hours of July 23rd. These storms produced large hail, strong winds, and a few tornadoes.","A tree was blown down near Moose Lake.","CSV"
201507,23,2346,201507,23,2351,97219,584651,"MINNESOTA",27,2015,"July","Tornado","C",107,"NORMAN","FGF","23-JUL-15 23:46:00","CST-6","23-JUL-15 23:51:00","0","0","0","0",,,"NWS Storm Survey",,,,,"EF1","5.4","500",,,,,"1","W","SUNDAHL","1","N","RANUM","47.47","-96.23","47.4903","-96.13","Thunderstorms formed along a cold front during the evening hours of July 23rd. These storms produced large hail, strong winds, and a few tornadoes.","The tornado occurred just south of the Polk County line, mainly along county road one, and was embedded in heavy rain and downburst winds. The tornado snapped numerous trees, caused minor damage to a storage building and house, and cracked a power pole. Peak winds were estimated at 110 mph.","CSV"
201507,24,100,201507,24,100,97219,584652,"MINNESOTA",27,2015,"July","Thunderstorm Wind","C",159,"WADENA","FGF","24-JUL-15 01:00:00","CST-6","24-JUL-15 01:00:00","0","0","0","0",,,"Trained Spotter","55.00","EG",,,,,,,,,,"0","N","MENAHGA","0","N","MENAHGA","46.75","-95.1","46.75","-95.1","Thunderstorms formed along a cold front during the evening hours of July 23rd. These storms produced large hail, strong winds, and a few tornadoes.","Several six inch diameter tree branches were blown down around town.","CSV"
201507,24,105,201507,24,105,97219,584653,"MINNESOTA",27,2015,"July","Thunderstorm Wind","C",57,"HUBBARD","FGF","24-JUL-15 01:05:00","CST-6","24-JUL-15 01:05:00","0","0","0","0",,,"Trained Spotter","60.00","EG",,,,,,,,,,"2","NNW","HUBBARD","2","NNW","HUBBARD","46.86","-95.03","46.86","-95.03","Thunderstorms formed along a cold front during the evening hours of July 23rd. These storms produced large hail, strong winds, and a few tornadoes.","Several eight to ten inch diameter trees were snapped.","CSV"
201507,8,2031,201507,8,2031,98041,589450,"NORTH CAROLINA",37,2015,"July","Thunderstorm Wind","C",183,"WAKE","RAH","08-JUL-15 20:31:00","EST-5","08-JUL-15 20:31:00","0","0","0","0","0.00K","0.00K","Fire Department/Rescue","50.00","EG",,,,,,,,,,"2","W","MC CULLERS","2","W","MC CULLERS","35.67","-78.71","35.67","-78.71","With a nearly stationary front located just north of the North Carolina/Virginia state line, scattered thunderstorms developed within a marginally unstable air mass. In addition, a mid level shortwave approached and crossed the region during the evening hours, leading to an increase in convective coverage. Many of the storms became severe and produced wind damage.","Multiple trees were blown down on Lake Wheeler Road near Ten-Ten.","CSV"
